Lehigh,40.607007,-75.379212,6849,#663700,white
Moravian,40.630864,-75.384711,2377,navy,gray
Lafayette,40.698645,-75.208698,2610,#822433,white
Muhlenberg,40.597659,-75.510627,2225,red,gray
Kutztown,40.511021,-75.784223,8309,#701931,#B6A268
East Stroudsburg,40.995262,-75.173615,7234,black,red
DeSales,40.538770,-75.379225,3438,#000077,red
Cedar Crest,40.5859,-75.5197,1885,yellow,white
Northampton,40.6730,-75.3228,14000,white,blue
Lehigh Carbon,40.6647,-75.6128,7184,maroon,gold
