42103,Pike,Pennsylvania,0.615,0.355,26066,16035,9247,0.59,0.4,32616,19241,13052,41.33155042,-75.03208106,634,23,55687,27956,27731,10.3,81.1,5.7,0.1,1.2,0,43397,63417,3058,31156,1331,9.9,16.4,32.5,19.6,24.7,13.4,9.7,81,7,3,2.4,0.9,5.7,44.2,24832,78.6,14.1,7,0.3,7.8
42105,Potter,Pennsylvania,0.803,0.167,7777,6247,1300,0.8,0.189,8901,7117,1686,41.74471626,-77.89559864,60,1,17070,8604,8466,1.2,96.7,0.4,0.2,0.3,0,13425,41406,1472,23213,1171,14.4,18.8,29.5,16.7,18,13.5,22.2,78.6,10.4,0,5.1,1.2,4.7,24.5,6745,78.3,12.4,9.1,0.2,6.7
42107,Schuylkill,Pennsylvania,0.7,0.267,62750,43937,16724,0.692,0.294,69522,48100,20425,40.70497338,-76.2150785,2188,97,144287,73691,70596,3.8,91.7,2.6,0.1,0.5,0,114513,47642,1383,25224,502,12.5,17.9,27.9,16.3,22.5,10.9,22.4,83.9,9.3,0.7,2.8,0.7,2.6,25.7,62886,82.7,12.3,4.9,0.1,6.9
42109,Snyder,Pennsylvania,0.717,0.244,16333,11710,3991,0.729,0.256,18945,13816,4848,40.77129231,-77.06840691,511,18,40570,20076,20494,2.2,95.2,0.8,0.1,0.7,0,31496,54182,1422,24961,589,11.3,18.5,26.5,18.6,22.7,11.9,20.3,78.3,9,0.3,3.4,1.9,7.2,22.9,20054,82.9,10.2,6.5,0.4,3.6
42111,Somerset,Pennsylvania,0.765,0.206,35730,27347,7367,0.776,0.213,40062,31105,8543,39.97172723,-79.02699593,474,3,75619,39289,36330,1.4,94.6,2.6,0.1,0.4,0,61414,46132,1176,23877,622,12.7,20.6,28.3,19.6,20.8,12.6,18.7,81.7,9.4,0.1,2.8,1.2,4.8,24.2,32886,80.6,11.4,7.3,0.6,6.1
42113,Sullivan,Pennsylvania,0.732,0.239,3168,2318,756,0.729,0.256,3599,2622,921,41.44634738,-76.51246591,21,1,6192,3234,2958,1.8,93.1,2.5,0.5,0.5,0,5382,45519,2789,26720,1348,13.1,17.1,25,17.9,18.3,21.3,17.6,78.4,11.1,0.1,2.7,0.3,7.4,31.5,2612,74.9,13.9,10.5,0.7,8.8
42115,Susquehanna,Pennsylvania,0.692,0.264,19200,13295,5065,0.698,0.285,21325,14879,6084,41.82147784,-75.80071959,420,28,41716,20988,20728,1.7,96.4,0.6,0.2,0.4,0,33455,52014,1763,27823,700,13,20,27.2,17.4,21.3,14.8,19.3,82.9,8.7,0.1,2.4,0.5,5.4,28,18522,80.5,9.9,9.2,0.4,6.7
42117,Tioga,Pennsylvania,0.746,0.21,17334,12928,3642,0.747,0.235,21087,15750,4958,41.77255149,-77.25433032,253,3,41550,20599,20951,1.2,96.3,0.6,0.1,0.5,0,33019,50017,1332,25353,707,13.4,16.7,29.4,18.5,20.6,12.1,19.4,79.9,9.3,0.7,4.4,1,4.8,23.9,18203,76.9,13.9,8.8,0.3,6.4
42119,Union,Pennsylvania,0.609,0.353,17400,10605,6138,0.615,0.367,20078,12342,7377,40.96188846,-77.05996014,745,11,45056,24776,20280,5.7,84.4,6.2,0.5,1.7,0,36264,53768,2069,25089,1224,10.2,12.7,34.9,20.7,18.8,10.4,15.2,73.9,10.1,0.1,5.8,2.7,7.3,22.5,18397,80.4,11.1,8,0.6,3.4
42121,Venango,Pennsylvania,0.69,0.267,22096,15254,5889,0.698,0.285,26198,18286,7475,41.40323442,-79.75845449,297,1,52880,26094,26786,1.1,96.1,0.9,0,0.4,0,42057,46487,1389,25190,831,13.6,20.9,28.9,19.7,22.8,9.3,19.2,79.9,11.9,0.4,3.4,0.6,3.7,22.1,22971,77.4,16.1,6.3,0.2,7.6
42123,Warren,Pennsylvania,0.683,0.274,17624,12032,4828,0.687,0.293,20401,14020,5987,41.81304978,-79.26969577,71,1,40345,20152,20193,1,97,0.5,0.1,0.5,0,32229,45781,1519,26558,1302,13.4,23.5,30.7,16.1,20.9,10.3,21.9,81.6,9.5,0.3,4,1.3,3.3,20.4,18231,80.3,12,7.3,0.4,5.7
42125,Washington,Pennsylvania,0.608,0.355,96945,58941,34436,0.608,0.381,117443,71397,44746,40.19208869,-80.24582867,2153,37,207661,101746,105915,1.6,92.5,2.9,0.1,0.9,0,165043,59309,1109,32828,567,9.7,12.2,35.8,16.8,23.7,11.2,12.6,82.6,8,1.5,2.7,0.7,4.4,26.9,99129,85.9,9.2,4.8,0.1,5.8
42127,Wayne,Pennsylvania,0.683,0.286,22365,15269,6398,0.664,0.327,28077,18630,9186,41.64938475,-75.29956506,294,12,51656,27404,24252,4.2,91,3.1,0.2,0.6,0,42291,52161,1518,25569,734,11.1,14.9,29.9,19.6,22.4,13.4,14.7,82.3,7.2,1.1,2.2,1,6.2,29.6,21209,76.9,13.2,9.6,0.3,6.5
42129,Westmoreland,Pennsylvania,0.641,0.327,181740,116427,59506,0.635,0.351,202492,128596,71099,40.3137798,-79.46615476,4538,104,356835,174211,182624,1.1,94.1,2.3,0,0.9,0,288227,56702,902,31827,461,10.3,14.3,36.2,16.7,23.4,9,14.7,84.5,7.7,1.1,2.3,0.5,3.9,26.3,172844,86.1,9,4.8,0.1,4.9
42131,Wyoming,Pennsylvania,0.674,0.288,12418,8375,3573,0.669,0.317,14858,9936,4704,41.51955538,-76.01074915,171,8,27760,13958,13802,1.8,95.8,0.7,0.1,0.4,0,22052,55965,2345,28046,775,10.4,14.9,25.2,17.7,24,14.4,18.7,82.5,8.7,0.6,1.8,0.5,6,25.6,13053,85,9.2,5.8,0.1,6.5
42133,York,Pennsylvania,0.625,0.332,203153,126933,67428,0.615,0.367,233060,143415,85491,39.9210089,-76.73040131,6742,207,442216,218524,223692,6.9,84.3,5.2,0.1,1.4,0,336393,61707,624,30178,399,10.3,15.5,33.3,16,23.7,9.4,17.6,84.7,8.2,0.8,1.8,1.1,3.4,27.1,222038,84,11,4.8,0.1,5.4
